State,Area_name,Civilian_labor_force_2019,Employed_2019,Unemployed_2019,Unemployment_rate_2019,Median_Household_Income_2019
GA,"Catoosa County, GA","33,507","32,471","1,036",3.1,"60,753"
GA,"Charlton County, GA","4,918","4,728",190,3.9,"42,891"
GA,"Chatham County, GA","141,198","136,432","4,766",3.4,"57,122"
GA,"Chattahoochee County, GA","2,030","1,936",94,4.6,"46,106"
GA,"Chattooga County, GA","10,389","9,857",532,5.1,"41,561"
GA,"Cherokee County, GA","137,310","133,427","3,883",2.8,"88,635"
GA,"Clarke County, GA","59,737","57,543","2,194",3.7,"41,036"
GA,"Clay County, GA",882,820,62,7,"24,732"
GA,"Clayton County, GA","138,140","132,093","6,047",4.4,"50,737"
GA,"Clinch County, GA","2,821","2,715",106,3.8,"42,928"
GA,"Cobb County, GA","424,056","410,994","13,062",3.1,"79,622"
GA,"Coffee County, GA","19,232","18,472",760,4,"41,675"
GA,"Colquitt County, GA","21,774","21,076",698,3.2,"41,899"
GA,"Columbia County, GA","76,158","73,783","2,375",3.1,"88,285"
GA,"Cook County, GA","8,165","7,885",280,3.4,"40,670"
GA,"Coweta County, GA","75,413","73,121","2,292",3,"79,232"
GA,"Crawford County, GA","5,647","5,438",209,3.7,"50,411"
GA,"Crisp County, GA","9,597","9,218",379,3.9,"40,482"
GA,"Dade County, GA","8,130","7,856",274,3.4,"45,986"
GA,"Dawson County, GA","12,731","12,360",371,2.9,"69,155"
GA,"Decatur County, GA","11,673","11,224",449,3.8,"40,473"
GA,"DeKalb County, GA","398,089","383,925","14,164",3.6,"63,606"
GA,"Dodge County, GA","7,163","6,772",391,5.5,"41,118"
GA,"Dooly County, GA","5,078","4,883",195,3.8,"37,109"
GA,"Dougherty County, GA","37,709","35,924","1,785",4.7,"36,894"
GA,"Douglas County, GA","73,229","70,551","2,678",3.7,"62,915"
GA,"Early County, GA","4,385","4,210",175,4,"40,011"
GA,"Echols County, GA","1,912","1,858",54,2.8,"40,408"
GA,"Effingham County, GA","32,248","31,311",937,2.9,"71,628"
GA,"Elbert County, GA","7,855","7,540",315,4,"40,962"
GA,"Emanuel County, GA","8,420","7,964",456,5.4,"38,529"
GA,"Evans County, GA","4,946","4,776",170,3.4,"41,425"
GA,"Fannin County, GA","11,493","11,099",394,3.4,"47,980"
GA,"Fayette County, GA","58,063","56,269","1,794",3.1,"94,563"
GA,"Floyd County, GA","44,155","42,403","1,752",4,"50,520"
GA,"Forsyth County, GA","125,115","121,572","3,543",2.8,"113,332"
GA,"Franklin County, GA","10,205","9,839",366,3.6,"47,691"
GA,"Fulton County, GA","560,412","540,233","20,179",3.6,"79,235"
GA,"Gilmer County, GA","12,032","11,599",433,3.6,"57,007"
GA,"Glascock County, GA","1,276","1,228",48,3.8,"49,350"
GA,"Glynn County, GA","38,828","37,478","1,350",3.5,"58,017"
GA,"Gordon County, GA","28,488","27,498",990,3.5,"53,373"
GA,"Grady County, GA","10,668","10,301",367,3.4,"42,603"
GA,"Greene County, GA","7,307","7,020",287,3.9,"60,973"
GA,"Gwinnett County, GA","490,677","475,310","15,367",3.1,"72,225"
GA,"Habersham County, GA","19,457","18,779",678,3.5,"51,296"
GA,"Hall County, GA","102,798","99,832","2,966",2.9,"66,698"
GA,"Hancock County, GA","2,514","2,371",143,5.7,"31,715"
GA,"Haralson County, GA","12,580","12,147",433,3.4,"49,020"
GA,"Harris County, GA","16,936","16,405",531,3.1,"74,052"
GA,"Hart County, GA","11,609","11,195",414,3.6,"50,647"
GA,"Heard County, GA","5,228","5,050",178,3.4,"48,984"
GA,"Henry County, GA","116,855","112,575","4,280",3.7,"72,927"
GA,"Houston County, GA","71,213","68,770","2,443",3.4,"65,641"
GA,"Irwin County, GA","3,403","3,243",160,4.7,"42,317"
GA,"Jackson County, GA","37,771","36,734","1,037",2.7,"66,645"
GA,"Jasper County, GA","6,981","6,757",224,3.2,"59,207"
GA,"Jeff Davis County, GA","6,188","5,900",288,4.7,"40,603"
GA,"Jefferson County, GA","6,636","6,314",322,4.9,"35,379"
GA,"Jenkins County, GA","3,209","3,043",166,5.2,"32,808"
GA,"Johnson County, GA","4,076","3,924",152,3.7,"37,771"
GA,"Jones County, GA","13,757","13,308",449,3.3,"56,819"
GA,"Lamar County, GA","8,208","7,881",327,4,"57,402"
GA,"Lanier County, GA","3,781","3,627",154,4.1,"42,667"
GA,"Laurens County, GA","19,567","18,658",909,4.6,"42,018"
GA,"Lee County, GA","15,140","14,673",467,3.1,"72,425"
GA,"Liberty County, GA","25,970","24,965","1,005",3.9,"51,410"
GA,"Lincoln County, GA","3,552","3,412",140,3.9,"45,299"
GA,"Long County, GA","8,345","8,032",313,3.8,"52,051"
GA,"Lowndes County, GA","51,690","49,820","1,870",3.6,"46,450"
GA,"Lumpkin County, GA","16,946","16,394",552,3.3,"57,078"
GA,"McDuffie County, GA","8,756","8,293",463,5.3,"44,473"
GA,"McIntosh County, GA","6,102","5,876",226,3.7,"46,682"
GA,"Macon County, GA","4,724","4,503",221,4.7,"34,634"
GA,"Madison County, GA","13,419","12,996",423,3.2,"52,326"
GA,"Marion County, GA","3,294","3,151",143,4.3,"41,190"
GA,"Meriwether County, GA","8,895","8,481",414,4.7,"43,571"
GA,"Miller County, GA","2,804","2,711",93,3.3,"41,769"
GA,"Mitchell County, GA","8,490","8,097",393,4.6,"37,383"
GA,"Monroe County, GA","13,028","12,592",436,3.3,"70,488"
GA,"Montgomery County, GA","3,926","3,721",205,5.2,"43,657"
GA,"Morgan County, GA","9,383","9,082",301,3.2,"67,089"
GA,"Murray County, GA","15,625","14,812",813,5.2,"50,061"
GA,"Muscogee County, GA","77,829","74,179","3,650",4.7,"47,035"
GA,"Newton County, GA","52,883","50,779","2,104",4,"58,222"
GA,"Oconee County, GA","20,054","19,531",523,2.6,"100,878"
GA,"Oglethorpe County, GA","7,040","6,808",232,3.3,"54,346"
GA,"Paulding County, GA","87,696","85,048","2,648",3,"76,580"
GA,"Peach County, GA","11,901","11,402",499,4.2,"49,815"
GA,"Pickens County, GA","15,457","14,977",480,3.1,"66,183"
GA,"Pierce County, GA","8,694","8,390",304,3.5,"46,701"
GA,"Pike County, GA","8,992","8,712",280,3.1,"74,905"
GA,"Polk County, GA","18,576","17,884",692,3.7,"47,896"
GA,"Pulaski County, GA","4,066","3,905",161,4,"42,274"
GA,"Putnam County, GA","8,326","7,956",370,4.4,"62,282"
GA,"Quitman County, GA",812,770,42,5.2,"35,522"
GA,"Rabun County, GA","7,321","7,057",264,3.6,"46,639"
GA,"Randolph County, GA","2,556","2,431",125,4.9,"33,505"
GA,"Richmond County, GA","85,378","81,390","3,988",4.7,"44,810"
GA,"Rockdale County, GA","44,606","42,852","1,754",3.9,"60,281"
GA,"Schley County, GA","2,258","2,170",88,3.9,"51,129"
GA,"Screven County, GA","5,159","4,874",285,5.5,"42,331"
GA,"Seminole County, GA","3,106","2,971",135,4.3,"38,618"
GA,"Spalding County, GA","28,741","27,555","1,186",4.1,"49,237"
GA,"Stephens County, GA","10,838","10,419",419,3.9,"45,416"
GA,"Stewart County, GA","2,497","2,388",109,4.4,"34,566"
GA,"Sumter County, GA","12,877","12,252",625,4.9,"40,250"
GA,"Talbot County, GA","2,827","2,699",128,4.5,"41,045"
GA,"Taliaferro County, GA",546,518,28,5.1,"37,046"
GA,"Tattnall County, GA","9,762","9,384",378,3.9,"41,457"
GA,"Taylor County, GA","3,036","2,908",128,4.2,"28,234"
GA,"Telfair County, GA","4,298","3,893",405,9.4,"36,264"
GA,"Terrell County, GA","3,550","3,368",182,5.1,"37,122"
GA,"Thomas County, GA","17,017","16,334",683,4,"47,978"
GA,"Tift County, GA","20,323","19,638",685,3.4,"47,764"
GA,"Toombs County, GA","12,015","11,419",596,5,"41,442"
GA,"Towns County, GA","3,975","3,780",195,4.9,"49,023"
GA,"Treutlen County, GA","2,729","2,585",144,5.3,"37,478"
GA,"Troup County, GA","38,023","36,795","1,228",3.2,"47,296"
GA,"Turner County, GA","3,222","3,098",124,3.8,"35,400"
GA,"Twiggs County, GA","2,860","2,698",162,5.7,"44,079"
GA,"Union County, GA","10,505","10,171",334,3.2,"57,049"
GA,"Upson County, GA","11,420","11,005",415,3.6,"40,926"
GA,"Walker County, GA","31,433","30,280","1,153",3.7,"47,548"
GA,"Walton County, GA","46,218","44,752","1,466",3.2,"67,007"
GA,"Ware County, GA","15,507","14,922",585,3.8,"37,642"
GA,"Warren County, GA","2,763","2,629",134,4.8,"37,313"
GA,"Washington County, GA","7,063","6,763",300,4.2,"41,674"
GA,"Wayne County, GA","11,523","11,050",473,4.1,"47,382"
GA,"Webster County, GA","1,028",977,51,5,"41,547"
GA,"Wheeler County, GA","1,676","1,552",124,7.4,"35,927"
GA,"White County, GA","16,570","16,113",457,2.8,"54,786"
GA,"Whitfield County, GA","43,931","41,929","2,002",4.6,"53,115"
GA,"Wilcox County, GA","2,714","2,593",121,4.5,"38,261"
GA,"Wilkes County, GA","3,812","3,633",179,4.7,"39,716"
GA,"Wilkinson County, GA","4,053","3,898",155,3.8,"43,902"
GA,"Worth County, GA","9,053","8,697",356,3.9,"43,142"
HI,"Hawaii County, HI","91,486","88,618","2,868",3.1,"64,929"
HI,"Honolulu County/city, HI","453,387","442,802","10,585",2.3,"86,946"
HI,"Kauai County, HI","36,831","35,936",895,2.4,"73,029"
HI,"Maui County, HI","87,486","85,410","2,076",2.4,"77,375"
ID,"Ada County, ID","253,677","247,613","6,064",2.4,"72,295"
ID,"Adams County, ID","1,711","1,600",111,6.5,"50,042"
ID,"Bannock County, ID","42,485","41,346","1,139",2.7,"53,306"
ID,"Bear Lake County, ID","2,966","2,884",82,2.8,"54,550"
ID,"Benewah County, ID","4,070","3,867",203,5,"49,303"
ID,"Bingham County, ID","23,720","23,121",599,2.5,"59,959"
ID,"Blaine County, ID","12,315","12,008",307,2.5,"75,778"
ID,"Boise County, ID","3,507","3,364",143,4.1,"64,443"
ID,"Bonner County, ID","20,008","19,216",792,4,"56,729"
ID,"Bonneville County, ID","56,965","55,670","1,295",2.3,"65,165"
ID,"Boundary County, ID","5,343","5,116",227,4.2,"50,709"
ID,"Butte County, ID","1,371","1,337",34,2.5,"51,742"
ID,"Camas County, ID",680,662,18,2.6,"56,014"
ID,"Canyon County, ID","104,471","101,285","3,186",3,"58,670"
ID,"Caribou County, ID","4,100","3,996",104,2.5,"61,518"
ID,"Cassia County, ID","12,122","11,843",279,2.3,"53,284"
ID,"Clark County, ID",374,361,13,3.5,"48,726"
ID,"Clearwater County, ID","2,885","2,699",186,6.4,"49,816"
ID,"Custer County, ID","2,214","2,126",88,4,"49,055"
ID,"Elmore County, ID","11,532","11,174",358,3.1,"47,796"
ID,"Franklin County, ID","7,060","6,904",156,2.2,"55,421"
ID,"Fremont County, ID","7,736","7,565",171,2.2,"56,162"
ID,"Gem County, ID","8,303","8,042",261,3.1,"53,733"
ID,"Gooding County, ID","8,197","7,994",203,2.5,"50,205"
ID,"Idaho County, ID","6,556","6,275",281,4.3,"48,866"
ID,"Jefferson County, ID","13,959","13,651",308,2.2,"63,078"
ID,"Jerome County, ID","12,216","11,915",301,2.5,"56,320"
ID,"Kootenai County, ID","79,882","77,179","2,703",3.4,"62,764"
ID,"Latah County, ID","20,418","19,902",516,2.5,"54,999"
ID,"Lemhi County, ID","3,542","3,383",159,4.5,"46,062"
ID,"Lewis County, ID","1,627","1,542",85,5.2,"45,342"
ID,"Lincoln County, ID","2,666","2,576",90,3.4,"50,608"
ID,"Madison County, ID","21,960","21,579",381,1.7,"46,177"
ID,"Minidoka County, ID","11,377","11,105",272,2.4,"56,173"
ID,"Nez Perce County, ID","20,923","20,365",558,2.7,"67,645"
ID,"Oneida County, ID","2,314","2,264",50,2.2,"55,833"
ID,"Owyhee County, ID","5,408","5,233",175,3.2,"48,395"
ID,"Payette County, ID","11,673","11,278",395,3.4,"53,643"
ID,"Power County, ID","4,070","3,951",119,2.9,"50,981"
ID,"Shoshone County, ID","5,133","4,847",286,5.6,"39,239"
ID,"Teton County, ID","6,604","6,464",140,2.1,"73,637"
ID,"Twin Falls County, ID","41,180","40,087","1,093",2.7,"56,141"
ID,"Valley County, ID","5,537","5,331",206,3.7,"64,041"
ID,"Washington County, ID","4,592","4,412",180,3.9,"45,813"
IL,"Adams County, IL","32,309","31,255","1,054",3.3,"55,942"
IL,"Alexander County, IL","1,948","1,829",119,6.1,"37,408"
IL,"Bond County, IL","7,786","7,501",285,3.7,"53,447"
IL,"Boone County, IL","26,413","24,995","1,418",5.4,"72,426"
IL,"Brown County, IL","3,011","2,940",71,2.4,"60,254"
IL,"Bureau County, IL","17,235","16,466",769,4.5,"57,935"
IL,"Calhoun County, IL","2,317","2,214",103,4.4,"63,373"
IL,"Carroll County, IL","7,394","7,105",289,3.9,"56,468"
IL,"Cass County, IL","6,089","5,848",241,4,"51,011"
IL,"Champaign County, IL","109,862","105,954","3,908",3.6,"53,485"
IL,"Christian County, IL","14,528","13,857",671,4.6,"51,573"
IL,"Clark County, IL","7,661","7,319",342,4.5,"58,323"
IL,"Clay County, IL","6,481","6,200",281,4.3,"49,377"
IL,"Clinton County, IL","20,645","20,032",613,3,"67,201"
IL,"Coles County, IL","23,896","22,978",918,3.8,"50,467"
IL,"Cook County, IL","2,597,185","2,493,959","103,226",4,"69,375"
IL,"Crawford County, IL","8,692","8,332",360,4.1,"50,352"
IL,"Cumberland County, IL","6,124","5,923",201,3.3,"53,991"
IL,"DeKalb County, IL","55,723","53,536","2,187",3.9,"64,676"
IL,"De Witt County, IL","7,465","7,155",310,4.2,"59,521"
IL,"Douglas County, IL","10,278","9,928",350,3.4,"64,283"
IL,"DuPage County, IL","507,948","492,348","15,600",3.1,"96,354"
IL,"Edgar County, IL","8,961","8,592",369,4.1,"51,333"
IL,"Edwards County, IL","2,720","2,608",112,4.1,"54,930"
IL,"Effingham County, IL","19,347","18,748",599,3.1,"58,943"
IL,"Fayette County, IL","9,935","9,519",416,4.2,"48,913"
IL,"Ford County, IL","6,391","6,128",263,4.1,"55,369"
IL,"Franklin County, IL","16,427","15,578",849,5.2,"43,695"
IL,"Fulton County, IL","15,215","14,404",811,5.3,"50,461"
IL,"Gallatin County, IL","2,341","2,228",113,4.8,"46,515"
IL,"Greene County, IL","6,063","5,815",248,4.1,"52,116"
IL,"Grundy County, IL","25,664","24,463","1,201",4.7,"83,135"
IL,"Hamilton County, IL","4,431","4,267",164,3.7,"51,031"
IL,"Hancock County, IL","8,424","8,045",379,4.5,"53,724"
IL,"Hardin County, IL","1,307","1,225",82,6.3,"44,573"
IL,"Henderson County, IL","3,636","3,471",165,4.5,"55,535"
IL,"Henry County, IL","25,092","23,946","1,146",4.6,"61,680"
IL,"Iroquois County, IL","14,374","13,796",578,4,"51,542"
IL,"Jackson County, IL","28,014","26,999","1,015",3.6,"37,308"
IL,"Jasper County, IL","4,658","4,469",189,4.1,"59,980"
IL,"Jefferson County, IL","17,436","16,671",765,4.4,"50,531"
IL,"Jersey County, IL","11,072","10,607",465,4.2,"63,351"
IL,"Jo Daviess County, IL","10,833","10,412",421,3.9,"62,522"
IL,"Johnson County, IL","4,144","3,904",240,5.8,"55,022"
IL,"Kane County, IL","273,038","261,403","11,635",4.3,"84,311"
IL,"Kankakee County, IL","55,970","53,286","2,684",4.8,"60,763"
IL,"Kendall County, IL","69,650","67,239","2,411",3.5,"105,586"
IL,"Knox County, IL","21,791","20,758","1,033",4.7,"43,404"
IL,"Lake County, IL","377,813","362,905","14,908",3.9,"92,638"
IL,"LaSalle County, IL","54,796","52,006","2,790",5.1,"59,528"
IL,"Lawrence County, IL","5,924","5,611",313,5.3,"47,114"
IL,"Lee County, IL","17,653","16,981",672,3.8,"57,619"
IL,"Livingston County, IL","16,613","15,967",646,3.9,"54,422"
IL,"Logan County, IL","12,680","12,153",527,4.2,"53,806"
IL,"McDonough County, IL","13,457","12,859",598,4.4,"49,048"
IL,"McHenry County, IL","166,214","160,446","5,768",3.5,"89,379"
IL,"McLean County, IL","88,256","85,083","3,173",3.6,"69,230"
IL,"Macon County, IL","48,773","46,324","2,449",5,"52,259"
IL,"Macoupin County, IL","23,070","22,128",942,4.1,"54,174"
IL,"Madison County, IL","135,105","130,057","5,048",3.7,"66,591"
IL,"Marion County, IL","17,716","16,967",749,4.2,"52,291"
IL,"Marshall County, IL","5,349","5,104",245,4.6,"63,628"
IL,"Mason County, IL","6,300","5,979",321,5.1,"51,967"
IL,"Massac County, IL","5,613","5,314",299,5.3,"54,159"
IL,"Menard County, IL","6,413","6,177",236,3.7,"77,306"
IL,"Mercer County, IL","8,073","7,685",388,4.8,"62,241"
IL,"Monroe County, IL","19,192","18,629",563,2.9,"90,904"
IL,"Montgomery County, IL","11,777","11,190",587,5,"51,665"
IL,"Morgan County, IL","16,525","15,890",635,3.8,"55,937"
IL,"Moultrie County, IL","7,623","7,380",243,3.2,"65,472"
IL,"Ogle County, IL","25,016","23,857","1,159",4.6,"63,565"
IL,"Peoria County, IL","85,222","81,063","4,159",4.9,"57,717"
IL,"Perry County, IL","8,347","7,936",411,4.9,"56,880"
IL,"Piatt County, IL","8,675","8,376",299,3.4,"72,265"
IL,"Pike County, IL","7,059","6,766",293,4.2,"54,309"
IL,"Pope County, IL","1,686","1,597",89,5.3,"46,478"
IL,"Pulaski County, IL","1,955","1,830",125,6.4,"38,506"
IL,"Putnam County, IL","3,042","2,894",148,4.9,"74,367"
IL,"Randolph County, IL","14,349","13,849",500,3.5,"58,444"
IL,"Richland County, IL","7,261","6,977",284,3.9,"49,775"
IL,"Rock Island County, IL","71,037","67,654","3,383",4.8,"57,772"
IL,"St. Clair County, IL","127,448","122,061","5,387",4.2,"57,726"
IL,"Saline County, IL","9,667","9,178",489,5.1,"48,547"
IL,"Sangamon County, IL","99,964","96,057","3,907",3.9,"61,768"
IL,"Schuyler County, IL","3,268","3,138",130,4,"56,015"
IL,"Scott County, IL","2,514","2,399",115,4.6,"61,231"
IL,"Shelby County, IL","10,652","10,255",397,3.7,"61,376"
IL,"Stark County, IL","2,528","2,389",139,5.5,"54,804"
IL,"Stephenson County, IL","21,829","20,922",907,4.2,"51,786"
IL,"Tazewell County, IL","64,283","61,576","2,707",4.2,"66,206"
IL,"Union County, IL","7,470","7,066",404,5.4,"51,575"
IL,"Vermilion County, IL","33,192","31,561","1,631",4.9,"46,295"
IL,"Wabash County, IL","5,856","5,622",234,4,"54,249"
IL,"Warren County, IL","8,520","8,188",332,3.9,"53,621"
IL,"Washington County, IL","10,029","9,783",246,2.5,"64,297"
IL,"Wayne County, IL","7,005","6,686",319,4.6,"51,829"
IL,"White County, IL","6,630","6,384",246,3.7,"51,388"
IL,"Whiteside County, IL","28,775","27,607","1,168",4.1,"50,880"
IL,"Will County, IL","358,876","344,488","14,388",4,"90,249"
IL,"Williamson County, IL","32,221","30,902","1,319",4.1,"56,958"
IL,"Winnebago County, IL","139,782","132,234","7,548",5.4,"59,510"
IL,"Woodford County, IL","18,978","18,303",675,3.6,"77,117"
IN,"Adams County, IN","17,339","16,881",458,2.6,"53,532"
IN,"Allen County, IN","187,110","181,369","5,741",3.1,"56,838"
IN,"Bartholomew County, IN","45,082","43,982","1,100",2.4,"71,181"
IN,"Benton County, IN","4,525","4,383",142,3.1,"55,016"
IN,"Blackford County, IN","4,996","4,806",190,3.8,"46,811"
IN,"Boone County, IN","36,639","35,759",880,2.4,"84,137"
IN,"Brown County, IN","7,622","7,397",225,3,"59,617"
IN,"Carroll County, IN","10,097","9,798",299,3,"58,965"
IN,"Cass County, IN","18,029","17,420",609,3.4,"51,777"
IN,"Clark County, IN","62,311","60,307","2,004",3.2,"59,441"
IN,"Clay County, IN","11,781","11,361",420,3.6,"54,349"
IN,"Clinton County, IN","17,219","16,770",449,2.6,"55,336"
IN,"Crawford County, IN","4,872","4,677",195,4,"44,332"
IN,"Daviess County, IN","16,763","16,338",425,2.5,"56,611"
IN,"Dearborn County, IN","25,877","24,984",893,3.5,"71,351"
IN,"Decatur County, IN","15,467","15,046",421,2.7,"60,891"
IN,"DeKalb County, IN","22,672","22,048",624,2.8,"59,714"
IN,"Delaware County, IN","53,512","51,495","2,017",3.8,"45,912"
IN,"Dubois County, IN","23,179","22,641",538,2.3,"63,869"
IN,"Elkhart County, IN","112,608","109,226","3,382",3,"55,782"
IN,"Fayette County, IN","8,767","8,364",403,4.6,"48,499"
IN,"Floyd County, IN","42,145","40,857","1,288",3.1,"64,614"
IN,"Fountain County, IN","8,028","7,754",274,3.4,"55,337"
IN,"Franklin County, IN","11,478","11,096",382,3.3,"67,315"
IN,"Fulton County, IN","9,891","9,587",304,3.1,"55,011"
IN,"Gibson County, IN","19,565","19,085",480,2.5,"61,872"
IN,"Grant County, IN","31,826","30,681","1,145",3.6,"47,509"
IN,"Greene County, IN","13,653","13,102",551,4,"51,918"
IN,"Hamilton County, IN","187,675","183,066","4,609",2.5,"107,710"
IN,"Hancock County, IN","41,110","39,979","1,131",2.8,"77,905"
IN,"Harrison County, IN","20,443","19,804",639,3.1,"64,270"
IN,"Hendricks County, IN","91,495","89,090","2,405",2.6,"85,827"
IN,"Henry County, IN","22,178","21,473",705,3.2,"49,293"
IN,"Howard County, IN","36,472","35,032","1,440",3.9,"54,048"
IN,"Huntington County, IN","18,290","17,708",582,3.2,"54,565"
IN,"Jackson County, IN","22,946","22,354",592,2.6,"59,472"
IN,"Jasper County, IN","16,226","15,638",588,3.6,"65,352"
IN,"Jay County, IN","9,425","9,150",275,2.9,"49,447"
IN,"Jefferson County, IN","15,107","14,612",495,3.3,"53,378"
IN,"Jennings County, IN","13,611","13,178",433,3.2,"55,022"
IN,"Johnson County, IN","83,779","81,583","2,196",2.6,"74,427"
IN,"Knox County, IN","18,515","17,967",548,3,"48,760"
IN,"Kosciusko County, IN","42,532","41,378","1,154",2.7,"64,677"
IN,"LaGrange County, IN","20,032","19,489",543,2.7,"70,746"
IN,"Lake County, IN","228,477","217,436","11,041",4.8,"57,280"
IN,"LaPorte County, IN","47,456","45,474","1,982",4.2,"56,427"
IN,"Lawrence County, IN","21,121","20,379",742,3.5,"56,261"
IN,"Madison County, IN","58,969","56,842","2,127",3.6,"54,145"
IN,"Marion County, IN","494,275","478,497","15,778",3.2,"50,707"
IN,"Marshall County, IN","23,299","22,597",702,3,"53,695"
IN,"Martin County, IN","5,382","5,244",138,2.6,"56,735"
IN,"Miami County, IN","15,308","14,722",586,3.8,"53,658"
IN,"Monroe County, IN","70,367","68,081","2,286",3.2,"53,113"
IN,"Montgomery County, IN","18,850","18,292",558,3,"54,366"
IN,"Morgan County, IN","36,442","35,351","1,091",3,"63,414"
IN,"Newton County, IN","6,897","6,616",281,4.1,"61,457"
IN,"Noble County, IN","23,724","23,009",715,3,"60,980"
IN,"Ohio County, IN","3,218","3,109",109,3.4,"58,294"
IN,"Orange County, IN","8,669","8,380",289,3.3,"47,931"
